HouseNumber,Address,City,State,Country,PostCode,County,Latitude,Longitude,name,,,,
N/A,,Jicangma,Xizang,China,853400,,32.0295800871419,91.474491428061,,,,,
0,,Ninole,AK,United States,99606-0158,Lake and Peninsula,59.5598378950677,-155.194920057246,Iliamna Lake,,,,
N/A,,Mikkilyan,Karelia,Russia,186900,,63.0034566363175,32.2405382310238,,,,,
N/A,,Mantilhue,Los Rios,Chile,4020000,,-40.6561348227821,-72.4839587088796,,,,,
0,Jeep Trl,Takotna,AK,United States,99579-0218,Kodiak Island,57.8542921424668,-156.198293391047,,,,,
N/A,,Aldermans Outstation,South Australia,Australia,5330,,-30.6798401901626,139.800329749499,Lake Frome,,,,
N/A,,Hotakka,Oulu,Finland,83950,,64.2106439216845,29.628335929461,,,,,
N/A,,Las Gaviotas (Baja California),Chiapas,Mexico,29617,,17.1140025833166,-93.4848911064959,Presa Nezahualcyotl,,,,
0,,Cotulla,TX,United States,78076-2200,Zapata,26.8118287516695,-99.2312839052016,Falcon Lake,,,,
N/A,,Skacka,Vastra Gotaland,Sweden,563 32,,58.3302789360387,14.4726866020948,Vättern,,,,
N/A,,Qoikang,Xizang,China,850700,,28.989387382126,90.8968465794366,Yamzho Yumco,,,,
N/A,,Södra Bomansberg,Dalarna,Sweden,792 75,,60.8643125244517,14.7454554037826,Siljan,,,,
N/A,,Novoilimsk,Irkutsk,Russia,665697,,67.4234811872631,103.67938795798,,,,,
N/A,,Mugen,Tyumen',Russia,169915,,70.046707106197,70.7973099682238,Ozero Yambuto,,,,
N/A,,Wuyicun,Nei Mongol,China,061302,,48.9608159515012,117.400697430298,Hulun Nuur,,,,
N/A,,San Antonio Arenillas,Puebla,Mexico,72595,,18.9452418182027,-98.1693915990855,Presa Manuel vila Camacho,,,,
N/A,,Qyzylzhuldyz,East Kazakhstan,Kazakhstan,040216,,46.5823538042773,80.9950395376142,Sasyqkl,,,,
N/A,,Departamento de Zonda,San Juan,Argentina,U9223,,-45.4626594726515,-68.9003783332993,Lago Colhu Huapi,,,,
N/A,,Stanovishche Vedenskoye,Krasnoyarsk,Russia,663253,,66.6122136528882,88.4083834876386,Munduyskoye Ozero,,,,
N/A,,Mustalampi,Eastern Finland,Russia,187030,,63.7580590762196,30.9985581843863,,,,,
N/A,,Koshterek,Jalal-Abad,Kyrgyzstan,723326,,41.7958459150528,72.9559794188945,Toktogul Suu Saktagychy,,,,
N/A,,Vannila,Eastern Finland,Finland,83150,,62.3271550542325,29.5353548497055,Lake Saimaa,,,,
N/A,,Svīnchatka,East Kazakhstan,Kazakhstan,071713,,47.7269887126289,84.2230559570121,,,,,
0,Quiet Walk Rd,Tahoe Vista,CA,United States,96142-2500,Carson City,39.0985874181454,-120.046055156602,Lake Tahoe,,,,
N/A,,Sel’tso-Shatërno,Novgorod,Russia,175210,,58.315266365555,31.3176641487166,Lake Il'Men',,,,
N/A,,Estado de Tamaulipas,Tamaulipas,Mexico,87250,,23.9576741750008,-98.7457218414528,Presa Vicente Guerrero,,,,
N/A,,Kaidor,Xizang,China,859300,,30.9152646838849,85.6053592835988,,,,,
N/A,,Letychiv,Khmel'nyts'kyy,Ukraine,31522,,49.429738006022,27.6293708889838,,,,,
N/A,,La Lagunita,Sonora,Mexico,85214,,27.9798656081279,-109.779347069801,Presa Alvaro Obregon,,,,
N/A,,Lucun,Shandong,China,271512,,36.0108549065977,116.185415547674,Dongping Hu,,,,
N/A,,Santa Isabel,Para,Suriname,,,4.62369112292919,-57.4281456799992,,,,,
N/A,,Saint-Siméon,Quebec,Canada,G0L 1M0,,54.1672342680791,-69.8718934056745,Réservoir de Caniapiscau,,,,
N/A,,Zemlyanyye Gory,Karelia,Russia,242675,,62.6166621732665,34.095456991433,,,,,
N/A,,Kraka,Brokopondo,Suriname,,,4.73113402933224,-55.1116941665799,Professor Doctor Ingenieur W. J. Van Blommestein Meer,,,,
N/A,,Unterzell,Baden-Württemberg,Germany,72116,,47.7024093080133,9.05178845577132,,,,,
N/A,,Krokvik,Norrbotten,Sweden,922 63,,68.1342233722225,20.0757280558342,Torneträsk,,,,
N/A,,Molco,Araucania,Chile,3910000,,-39.2387715506431,-72.0949541901054,,,,,
N/A,,Taipingzha,Hubei,China,430209,,30.2065830478154,114.110846622723,,,,,
N/A,,Langjian,Xizang,China,856900,,31.9083020667636,87.5150462257101,,,,,
N/A,,Baying,Hebei,China,072659,,40.3213760022503,115.643226686256,Guanting Shuiku,,,,
N/A,,Chederta,West Kazakhstan,Kazakhstan,090103,,49.4597631469894,52.3916979141606,,,,,
N/A,,Sedboro,Tipperary,Ireland,,,52.9476836893726,-8.30737357769448,Lough Derg,,,,
N/A,,Kabombo,Northern,Zambia,,,-11.1427458903702,29.7661309737593,Lake Bangweulu,,,,
N/A,,Buch’īsī,Oromia,Ethiopia,,,6.31039757139365,37.9453567589948,Lake Abaya,,,,
N/A,,Malaya Bicha,Tyumen',Russia,646595,,70.1669548521303,70.4611511789626,,,,,
N/A,,Jiaojiagou,Xinjiang Uygur,Mongolia,83207,,48.5516498147882,88.5880846709416,,,,,
N/A,,Bradbury,Maine,Canada,A2V 0A4,,53.7386400989754,-68.8382848865549,Lac Bermen,,,,
N/A,,Voronovka,Novosibirsk,Russia,632766,,54.9262521698881,77.7620446741257,,,,,
N/A,,Alyamese,Kaberamaido,Uganda,,,1.63177413476289,33.1565571132648,,,,,
N/A,,El Chaltén,Santa Cruz,Chile,5370000,,-48.7766108158998,-72.8901387562275,Lago San Martín,,,,
N/A,,Gülmutsay,Xinjiang Uygur,China,841801,,37.0788079598314,88.4233866090543,Aqqikkol Hu,,,,
N/A,,Oshirovskiy,Omsk,Russia,646391,,56.1322619987465,71.8982172209695,Ozero Tenis,,,,
N/A,,São Sebastião,Para,Brazil,78578-000,,-1.53352332428395,-56.1573161929661,Lago de  Erepecu,,,,
N/A,,Kwitambo,Mangochi,Malawi,,,-14.6331685278339,35.2602551405118,,,,,
N/A,,Gulod,Laguna,Philippines,1940,,14.3505121578045,121.207759815239,Laguna de Bay,,,,
N/A,,Pôrto Jejuí,Alto Parana,Brazil,85892-000,,-24.7564980419556,-54.3951051864515,Represa Itaipu,,,,
0,Encina Grande Rd,Villa Verona,CA,United States,95916-9600,Butte,39.6466934228645,-121.479442592264,Lake Oroville,,,,
N/A,,Pyatnitsa,Krasnoyarsk,Russia,662662,,68.3973849018782,91.7000159903823,Ozero Khantayskoye,,,,
N/A,,Tarratine,Maine,Canada,G0L 1W0,,54.5540287311301,-69.8512173482323,Réservoir de Caniapiscau,,,,
N/A,,Aghamore,Leitrim,Ireland,,,53.8571216601459,-7.95876125273613,,,,,
N/A,,Xiacang,Xizang,China,859500,,30.7354082022075,81.2186863308164,Langa Co,,,,
N/A,,Innokent’yevskiy,Irkutsk,Russia,678431,,74.5022025344619,100.721583470272,Lake Taymyr,,,,
N/A,,Reñihué,Los Lagos,Chile,6170000,,-46.6558644619797,-72.5081832924622,Lago Buenos Aires,,,,
N/A,,Gamonoso,Castilla-La Mancha,Spain,13117,,39.337022361122,-4.8742156201648,Embalse de Cara,,,,
2288,Hickory Ln,Grand Chute,WI,United States,54901-2528,Winnebago,44.0277147269652,-88.4232554144716,Lake Winnebago,,,,
N/A,,Lishizong,Jiangxi,China,330216,,28.4961802871169,116.149401753167,,,,,
N/A,,Malinovka Pervaya,Mariy-El,Russia,431871,,56.2542759294426,46.1411414377706,Cheboksary Reservoir,,,,
N/A,,Shonguy,Murmansk,Russia,186135,,68.2777258841992,33.1470912829795,Lake Kolozero,,,,
N/A,,Piedra El Lobo,Los Lagos,Chile,4760000,,-41.1340349831803,-72.8253291043364,Lago Llanquihue,,,,
N/A,,Lanjiacun,Anhui,China,246421,,30.1719952628775,116.454846660469,Po Hu,,,,
0,,Worland,WY,United States,82649-8810,Hot Springs,43.3156479034336,-108.169470581289,Boysen Reservoir,,,,
N/A,,Kharsuvara,Karelia,Russia,188672,,62.0043847888327,30.9611819112339,,,,,
N/A,,Makovskoye,Krasnoyarsk,Russia,662134,,68.9540274662842,90.8669480921539,Ozero Sobachye,,,,
N/A,,Molokan,Buryat,Russia,678431,,72.990937105768,109.522844245541,Ozero Kiyeng-Kyuyel,,,,
N/A,,Ballybay,Roscommon,Ireland,,,53.5665842666669,-8.00581715372322,Lough Ree,,,,
N/A,,Lugovaya,Khakass,Mongolia,85235,,49.4777193587445,90.5286645719432,Achit Nuur,,,,
N/A,,Päätalo,Lapland,Finland,98810,,69.068682293802,27.8958543167737,Inarijrvi,,,,
0,,Overlook,TN,United States,38222-4979,Stewart,36.4806600534998,-88.0462488431568,Kentucky Lake,,,,
N/A,,Fayfā,Karak,Israel,86814,,31.1666516484554,35.4497280690985,Dead Sea,,,,
N/A,,Voskresenka,Kurgan,Russia,641611,,55.7863841493668,67.3843811608756,Ozero Chërnoye,,,,
N/A,,Marda,Western Australia,Australia,6355,,-29.2305384102299,119.27332001998,Lake Barlee,,,,
N/A,,Ênio Pepino,Sao Paulo,Brazil,87730-000,,-21.9472339946745,-52.3357571467686,Represa Porto Primavera,,,,
N/A,,Aduku,Apac,Uganda,,,1.73995295148379,32.7172481791347,Lake Kwania,,,,
N/A,,Pelgostrov,Karelia,Russia,162944,,62.3256832335969,36.8941928890167,,,,,
N/A,,Zhaunger,Almaty,Kazakhstan,040215,,46.0948868097473,81.3734781417772,,,,,
N/A,,Vetelä,Oulu,Finland,93680,,64.0836258008272,28.6909548712185,,,,,
N/A,,Saint-Bernard-sur-Mer,Quebec,Canada,X0A 0R0,,66.4978531894976,-70.381744134619,Nettilling Lake,,,,
N/A,,Qaynar,Aqmola,Kazakhstan,021208,,50.0202324450481,69.233989941324,Qiyakty Kli,,,,
N/A,,Yanhu,Qinghai,China,816004,,36.9648890426314,95.2237348069285,,,,,
N/A,,Munozero,Karelia,Russia,187642,,62.596498230558,33.7932213803214,,,,,
N/A,,Bor,Krasnoyarsk,Russia,655239,,68.779175174768,89.9561513444963,Ozero Keta,,,,
N/A,,Dentu,Volta,Egypt,,,7.72776084353265,0.065041304184992,Lake Volta,,,,
N/A,,Annagh Upper,Leitrim,Ireland,,,54.1152789996403,-8.05092777480771,Lough Allen,,,,
N/A,,Kakstet,Jammu and Kashmir,India,172112,,33.8256428088358,78.6164483846282,Banggong Co,,,,
N/A,,Renville County,North Dakota,Canada,X0C 0A0,,63.1203191947888,-101.656513153124,Dubawnt Lake,,,,
N/A,,Sikiölä,Southern Finland,Finland,57100,,61.6114086791119,28.8770569533104,,,,,
N/A,,Retiro do Presidente,Mato Grosso,Bolivia,,,-17.5347157289708,-57.7821860720814,,,,,
N/A,,Yuzhnyy Gornyak,Chelyabinsk,Russia,457375,,55.3888453956755,60.3807138846445,,,,,
0,,Seneca,GA,United States,30643-2409,Hart,34.4819276302758,-82.9489388033639,Hartwell Lake,,,,
N/A,,Ponemah,Minnesota,Canada,X0C 0A0,,64.1268973275156,-94.9168249817426,Baker Lake,,,,
N/A,,Zhangdonggongma,Xizang,China,859500,,30.6730030072556,81.4819457427692,Mapam Yumco,,,,
N/A,,Suotalo,Oulu,Finland,97760,,64.3323634882534,27.1347848230173,Oulujarvi,,,,
1180,Baker Davis Rd,Abbeville,GA,United States,30817-3515,Lincoln,33.8277033577257,-82.3760743551717,J. Strom Thurmond Lake,,,,
N/A,,Vaadimäe,Põlva,Russia,181514,,58.628175432696,27.4899423644427,Lake Peipus,,,,
N/A,,Sunnaryd,Jonkoping,Sweden,334 91,,56.9171839437431,13.6913752775127,Bolmen,,,,
N/A,,Craigellachie,British Columbia,Canada,T0H 3A0,,52.4084086084674,-118.715470859184,Kinbasket Lake,,,,
N/A,,Voleynvara,Karelia,Russia,186142,,65.899705283166,32.9718280132708,,,,,
N/A,,Ñirehuao,Aisen del General Carlos Ibañez del Campo,Argentina,U9039XAB,,-44.8605376506037,-71.7252836894963,Lago La Plata,,,,
N/A,,Cougie,Scotland,United Kingdom,PH34 4EU,,56.9698751224997,-4.90587313033911,Loch Lochy,,,,
N/A,,Sumzak-Ulo,Tuva,Russia,662246,,50.4844446735348,89.7087389227337,,,,,
N/A,,Luzhuang,Jiangsu,China,211703,,33.2572256793445,118.569170620568,Hongze Hu,,,,
N/A,,Xihu,Zhejiang,China,311714,,29.6293349945102,118.836480010456,,,,,
N/A,,Osen,Hedmark,Norway,2460,,61.984956756442,11.7641064825215,Femunden,,,,
N/A,,Abū Kawlān,Dhi-Qar,Iraq,,,30.7880993809641,47.0709306207828,Lake Hammar,,,,
N/A,,Konzhozero,Karelia,Russia,171873,,63.3852469092073,35.1288822272226,Lake Vygozero,,,,
N/A,,Tushemisht,Korce,Macedonia,6330,,41.043892752295,20.7259917075754,,,,,
N/A,,Luoshi Nan Lu,Hubei,China,430311,,30.5349462316308,114.348043426105,,,,,
N/A,,Reigolil,Araucania,Argentina,U9033XAD,,-44.9320681334967,-71.483431515026,Lago Fontana,,,,
N/A,,Karachagovo,Krasnoyarsk,Russia,655136,,69.4715196017817,91.0353817541202,Ozero Lama,,,,
3247,Springdale Forrest Cir,Gainesville,GA,United States,30506-4205,Hall,34.31575908051,-83.912687519128,Lake Sidney Lanier,,,,
0,,South Hero,NY,United States,12996-4154,Chittenden,44.4161281927154,-73.3244896535007,Lake Champlain,,,,
N/A,,Tarkhovo,Krasnoyarsk,Russia,662353,,69.0906124212733,91.454026736089,Ozero Sobachye,,,,
N/A,,Aduo,Xizang,China,841801,,38.0825896333504,90.8945747035949,Gas Hu,,,,
N/A,,Burkhala,Maga Buryatdan,Russia,678800,,72.0306477320327,149.121749294184,Ozero Mogotoyevo,,,,
N/A,,Davydovskaya,Vologda,Russia,164151,,60.5945278019355,39.0929866181514,,,,,
N/A,,Battleford,Saskatchewan,Canada,S9A 3L8,,56.1689103325744,-108.320779121007,Churchill Lake,,,,
N/A,,Suoyarvi,Karelia,Russia,186872,,62.195132743214,32.3862337557477,,,,,
N/A,,Harrington,Washington,Canada,X0E 1P0,,63.3430056569639,-118.259117226402,Lac la Martre,,,,
N/A,,Boomahnoomoonah,Victoria,Australia,3673,,-36.0109217145807,146.099599068923,Lake Mulwala,,,,
19284,Big Buck Rd,Shasta Lake,CA,United States,96051-9514,Shasta,40.818115466785,-122.368157115687,Shasta Lake,,,,
N/A,,Ladyzhenka,Aqmola,Kazakhstan,020408,,50.132826723676,68.6945258075958,Kerey Kli,,,,
N/A,,Wu’erxun Gaole,Nei Mongol,Mongolia,21013,,47.8230986001373,117.710671100062,Buyr Nuur,,,,
N/A,,Nomokhonovo,Buryat,Russia,671185,,51.1978361356384,106.422125753668,Ozero Gusinoye,,,,
N/A,,Laoyemiao,Jiangxi,China,330122,,29.2634403844856,116.059911173875,Poyang Hu,,,,
N/A,,Bwerankoli,Iburengerazuba,Rwanda,,,-2.03055715294578,29.2384593025821,Lake Kivu,,,,
123,Donhaven,Brodnax,NC,United States,27850-7923,Warren,36.5418877919432,-78.0330655361062,Lake Gaston,,,,
N/A,,Shchanovo,Vologda,Russia,161231,,60.2024347845961,37.6250596461211,Lake Beloye,,,,
N/A,,Västerbotorp,Kronoberg,Sweden,376 37,,56.6506372266254,14.7550895572863,Åsnen,,,,
N/A,,Mata Amarilla,Santa Cruz,Argentina,U9210XAF,,-48.8995078389773,-71.2136474919742,Lago Cardiel,,,,
N/A,,Branchport,New York,Canada,P9N 0J2,,42.5427948876494,-77.1444743783707,Keuka Lake,,,,
N/A,,Paavola,Lapland,Finland,93277,,66.613979837651,27.497521963014,Kemijarvi,,,,
N/A,,Brekkebygd,Sør-Trøndelag,Norway,7370,,62.1699646103442,11.8647117670232,Femunden,,,,
0,,Athens,AL,United States,35611-6896,Limestone,34.7084408261036,-87.112890815295,Wheeler Lake,,,,
N/A,,Långviken,Norrbotten,Sweden,762 94,,65.749873942456,18.2206023707993,Storavan,,,,
N/A,,Roopena,South Australia,Australia,5601,,-29.3056012626484,137.39920245942,Lake Eyre South,,,,
N/A,,Deccio,Piemonte,Italy,21014,,45.9500596591985,8.63198396701876,Lago di Como,,,,
N/A,,Butakova,Irkutsk,Russia,665660,,54.7366816720153,103.109171348756,Bratsk Reservoir,,,,
N/A,,Batkulovo,Chelyabinsk,Russia,456896,,55.5500097552801,60.4573655612551,,,,,
N/A,,Chinaun,Chukot,Russia,678835,,70.0603950381086,158.72079884383,Ozero Bolshoye Morskoye,,,,
N/A,,Nanahwat,Jammu and Kashmir,India,193401,,34.3603552457704,74.5439905759603,,,,,
N/A,,Malinovka,Tuva,Mongolia,85015,,49.1455294412764,93.3736065603961,Khyargas Nuur,,,,
N/A,,Mantilhue,Los Rios,Chile,5250000,,-40.82156746223,-72.4919387172889,Lago Rupanco,,,,
985,Inchelium Hwy,Hunters,WA,United States,99141-8688,Ferry,48.4617215739495,-118.208781784351,Franklin D. Roosevelt Lake,,,,
N/A,,Odon,Irkutsk,Mongolia,67071,,51.0301957652369,100.488785487078,Khövsgöl Nuur,,,,
N/A,,Eyong,Xizang,China,852500,,34.6023225582727,87.2745867661455,,,,,
N/A,,Gryaznyy,Maga Buryatdan,Russia,678803,,69.2664949872345,146.659093881489,Ozero Ozhogino,,,,
0,,Moneta,VA,United States,24121-6029,Bedford,37.1186942990578,-79.6267731781959,Smith Mountain Lake,,,,
N/A,,Millers Mobile Home Park,Washington,Canada,V0G 1R0,,50.4327837692231,-117.921063685053,Upper Arrow Lake,,,,
N/A,,Ledma,Karelia,Russia,187128,,64.4805758262643,31.8947368993554,,,,,
N/A,,Nurrholm,Norrbotten,Sweden,895 97,,66.0298142273582,17.7750189152429,Uddjaure,,,,
N/A,,Ekenäs,Varmland,Sweden,458 93,,59.1954151056787,12.0383325727461,Foxen,,,,
N/A,,Varpakyulya,Karelia,Russia,187413,,62.2774075167473,32.1411667889867,,,,,
N/A,,Milton,Scotland,United Kingdom,IV63 6XH,,57.2532005948639,-4.50950137739693,Loch Ness,,,,
N/A,,Ootischenia,British Columbia,Canada,T7V 0A7,,51.7650758086211,-117.63211973347,Kinbasket Lake,,,,
N/A,,Sokhnovka,Krasnoyarsk,Russia,663176,,69.2904856635957,90.178849426308,Ozero Glubokoye,,,,
N/A,,Piovere,Lombardia,Italy,37016,,45.6938156865304,10.7084775038501,Lago di Garda,,,,
N/A,,Kigoma,Kivu,Congo D.R.,,,-0.382706769262683,29.5933995152358,Lake Edward,,,,
N/A,,Ulan Xili,Nei Mongol,China,017307,,40.9192295444547,108.832531551548,Ulansuhai Nur,,,,
N/A,,Podkitsa,Murmansk,Russia,174590,,67.7068066596273,34.3990279533248,Umbozero Lake,,,,
1301,Porter Covert Rd,Junius,NY,United States,14860-9661,Yates,42.6340477670603,-76.8936826888956,Seneca Lake,,,,
N/A,,Banqiaocun,Anhui,China,246523,,30.0436525034481,116.319407315094,Daguan Hu,,,,
N/A,,Departamento de Confluencia,Neuquen,Argentina,M5605XAB,,-38.5527559523627,-68.8352220602759,,,,,
N/A,,Guijie,Xizang,China,859100,,31.5477060110273,83.0337954469874,Ngangla Ringeo,,,,
N/A,,Yangwu Taizi,Hunan,China,414216,,29.1770445131724,112.479894997844,,,,,
N/A,,Cametá,Para,Brazil,68400-000,,-4.603152442013,-49.4878864951845,Represa de Tucuruí,,,,
N/A,,Luanhaizi,Qinghai,China,816004,,35.7653552245699,92.8781254870446,Hoh Sai Hu,,,,
N/A,,Konyrtybek,Aqmola,Kazakhstan,021222,,50.9274626848679,69.1906397851374,Qozhakl,,,,
0,Industrial Park Dr,Eufaula,AL,United States,36027-3335,Quitman,31.8519313364179,-85.142925229932,Walter F. George Reservoir,,,,
N/A,,Qiongkanerzi,Xinjiang Uygur,China,841801,,37.5543532072126,89.3516023024013,Ayakkum Hu,,,,
N/A,,Irkana,Buryat,Russia,674073,,55.8446682465389,111.23795832905,,,,,
N/A,,Raidanlahti,Western Finland,Finland,40350,,62.0926940269722,25.7360588615909,Pijnne,,,,
N/A,,Vietzen,Mecklenburg-Vorpommern,Germany,17139,,53.4183719286561,12.7076329430205,Mritz,,,,
N/A,,Dixie Corner,Maine,Canada,G0L 2X0,,50.2218718721333,-69.3159896291844,Réservoir Outardes Quatre,,,,
N/A,,Verkhniy Vyalozërskiy,Murmansk,Russia,186312,,67.9040306248056,35.2198488690202,,,,,
N/A,,Pedra do Indaiá,Minas Gerais,Brazil,35629-000,,-18.6223911787223,-45.2230055689074,Represa Tres Marias,,,,
N/A,,Varpakyulya,Karelia,Russia,187133,,62.2749054216666,32.1466482695541,,,,,
N/A,,"Klubben,yt",Finnmark,Russia,184404,,69.2766505496205,29.2637927222996,,,,,
N/A,,Rudikovka,Krasnoyarsk,Russia,662693,,68.1100855137977,92.5586592488336,Ozero Dyupkun,,,,
1959,Lake Rd,Interlaken,NY,United States,13026-9761,Seneca,42.7145563558308,-76.7149803172694,Cayuga Lake,,,,
N/A,,Palmer,Saskatchewan,Canada,S0H 3J0,,57.4695582283057,-106.356714683203,Cree Lake,,,,
N/A,,Karakol’,Aqtobe,Russia,457246,,50.7618828633564,60.8881513218307,,,,,
N/A,,Bellbridge,Victoria,Australia,3691,,-36.1007027733559,147.064946901442,Lake Hume,,,,
N/A,,Bol’shoy Porog,Krasnoyarsk,Russia,655266,,71.919010136818,88.6973324286127,Ozero Purinskoye,,,,
N/A,,Kharpichan,Khabarovsk,Russia,682734,,51.4842524313375,136.521169935641,,,,,
N/A,,Kampinda,Northern,Zambia,,,-8.68936807279127,29.7681783168854,Lake Cheshi,,,,
N/A,,Vura,Central,Russia,686442,,69.4464986509755,160.208494033522,Ozero Chukochye,,,,
N/A,,Carberry,Manitoba,Canada,R0K 0H0,,62.998893992347,-99.3633819098529,,,,,
N/A,,Beltesiin Dugang,Hovsgol,Mongolia,67175,,51.391527731291,99.3594815163533,Dood-Tsagaan Nuur,,,,
N/A,,Imeni Mariny Raskovoy,Maga Buryatdan,Russia,678800,,71.0004468781036,146.495088744193,Ozero Sagarychye,,,,
N/A,,Hackåsen,Jamtland,Sweden,835 91,,63.0555590868198,14.4050667728909,Storsjön,,,,
N/A,,Dadī,Somali,Ethiopia,,,11.6650282259823,42.419241054553,Lake Assal,,,,
0,Riviere Dr,Wattsville,AL,United States,35128-6722,Talladega,33.5159717470932,-86.2727826210597,Logan Martin Lake,,,,
N/A,,Jinchuancun,Anhui,China,246512,,29.9752128438899,116.175495153907,Long Hu,,,,
N/A,,Bad Kleinen,Mecklenburg-Vorpommern,Germany,23996,,53.6971347570498,11.4754951439778,Schweriner See,,,,
N/A,,Dunleath,Saskatchewan,Canada,R0B 2E0,,60.2872116532101,-102.211299120928,Kasba Lake,,,,
N/A,,Duchess,Queensland,Australia,4482,,-25.0860386822795,139.859799181452,,,,,
N/A,,Rubinéia,Sao Paulo,Brazil,15790-000,,-20.1020124637497,-51.0027237220798,Repressa de Jupia,,,,
N/A,,Thanpāl,Azad Kashmir,Pakistan,49501,,33.2241097150422,73.6940827949491,,,,,
N/A,,Luanza,Katanga,Zambia,,,-9.00301305025006,28.7130688672937,Lac Moeru,,,,
N/A,,Dazhelega,Xizang,China,858500,,31.0706889430105,86.5750817525851,Tangra Yumco,,,,
N/A,,Bol’shoye Zapol’ye,Perm',Russia,614530,,58.8030277242122,56.2757029008713,Kama Reservoir,,,,
N/A,,Meijiaguai,Hunan,China,415901,,28.92021181225,112.166820058762,Dongting Hu,,,,
N/A,,Wanjiazui,Hubei,China,463215,,30.2488243000588,114.186403321877,,,,,
N/A,,Sredniy Sharanay,Zabaykal'ye,Mongolia,21031,,49.509069138284,115.82283664097,,,,,
N/A,,Kramvik,Finnmark,Russia,187037,,68.3962074453697,30.8677797370216,Paduskoye More,,,,
N/A,,Karasor,Aqtobe,Kazakhstan,110812,,50.9738250348912,61.5708084828842,Yke Lake,,,,
N/A,,Knockarevan,Northern Ireland,United Kingdom,BT92 9ED,,54.2175705338186,-7.50833583497967,Upper Lough Erne,,,,
N/A,,Bogodikta,Buryat,Russia,674070,,55.3095142634135,111.768647332494,,,,,
N/A,,Concepcionista,Santa Cruz,Bolivia,,,-17.4889421072018,-61.4143011960268,Lago Concepción,,,,
N/A,,Varpakyulya,Karelia,Russia,172617,,62.273433601031,32.1516314337063,,,,,
N/A,,Abuzer’ye,Vitsyebsk,Belarus,211161,,54.6651511891223,29.0831013245688,,,,,
N/A,,Ittendorf,Baden-Württemberg,Germany,88512,,47.6551638656087,9.33551637939705,Bodensee,,,,
N/A,,Youdunzi,Qinghai,China,816004,,35.5790227320955,91.9167650733159,Huiten Nur,,,,
N/A,,Roskoshnoye,Khabarovsk,Russia,682456,,53.4478083413693,139.725472497281,,,,,
N/A,,Áhkávuonnjárgga,Nordland,Sweden,917 93,,67.4498267766414,16.4898922277475,Virihaure,,,,
N/A,,Okunëvo,Buryat,Russia,671550,,54.8545745049315,112.433069011564,Ozero Kipylyushi,,,,
N/A,,Sindan,Khabarovsk,Russia,682711,,51.9957101022288,136.641583641895,,,,,
N/A,,Bharjyatali,Chittagong,Bangladesh,4570,,22.7550495336044,92.2990802908955,Karnaphuli Reservoir,,,,
N/A,,Quziricun,Xizang,China,850700,,32.0852149071698,90.8488410263244,,,,,
N/A,,Novonikol’skoye,Orenburg,Russia,462803,,51.944785108235,58.7874136984336,,,,,
0,,La Place,LA,United States,70462-6918,Saint John the Baptist,30.2657502373689,-90.5009270679173,,,,,
N/A,,Sibirtsevo Tret’ye,Primor'ye,Russia,692666,,44.9368583336113,132.432512845551,Lake Khanka,,,,
N/A,,Pogodayevo,Krasnoyarsk,Russia,663157,,73.8741030781947,92.0530523148972,Ozero Ayaturku,,,,
N/A,,Pei-shih-men-tzu,Nei Mongol,Mongolia,21031,,49.3895573026685,116.118538018156,,,,,
N/A,,Wapil,Western,Papua New Guinea,335,,-6.98912087447874,141.526468376353,Lake Murray,,,,
N/A,,Bagarnaya Vtoraya,South Kazakhstan,Kazakhstan,160709,,41.1348512675787,68.1572594772331,Shardara Bgeni,,,,
N/A,,Basi Block,Madhya Pradesh,India,456335,,24.4290983246022,75.4932597124209,Gandhi Sagar Dam,,,,
N/A,,Baumanskoye,Aqmola,Kazakhstan,150905,,50.4492681603425,68.9186846502945,Tengiz Köli,,,,
N/A,,Qulbabas,East Kazakhstan,China,833303,,44.8644447583369,82.9431484100243,Ebinur Hu,,,,
N/A,,Shipovo,Pskov,Russia,182722,,57.1927087667384,30.3373181361302,,,,,
N/A,,Tenteksay,Qostanay,Kazakhstan,111314,,50.3304922350449,64.1651174258206,Saryqopa Kli,,,,
N/A,,Ḩalāwah,Ar Raqqah,Syria,,,36.0570700745574,38.0873882178331,Buhayrat al-Assad,,,,
N/A,,Zhangyoufang,Jiangsu,China,276124,,34.0742333141985,118.197844301782,Luoma Hu,,,,
N/A,,Andranomena,Toamasina,Madagascar,504,,-17.4776090883073,48.5215785468452,Lac Alaotra,,,,
N/A,,Mattila,Lapland,Finland,99550,,68.0765280033047,26.6963924400366,Porttipahta Reservoir,,,,
N/A,,Raftsjöhöjden,Jamtland,Sweden,793 32,,65.234589537912,15.005737956254,,,,,
N/A,,Morrison,Quebec,Canada,J8E 1V6,,56.1372661889078,-74.5050483817314,Lac-à-l'Eau-Claire,,,,
N/A,,A. Sleptsova,Sakha,Russia,678800,,71.0446014971733,147.138511499034,Ozero Bakul,,,,
N/A,,Kewurong,Hubei,China,430413,,30.2190935232185,114.595457232754,Liangzi Hu,,,,
N/A,,Dingjia,Anhui,China,211314,,31.4789719873421,118.871084186124,Shijiu Hu,,,,
N/A,,Vaou,Sassandra-Marahoue,Cote d'Ivoire,,,6.63920230139972,-6.98408741402142,Lac de Buyo,,,,
N/A,,Kallioniyemi,Karelia,Russia,174260,,62.2091150392527,32.2173471142804,,,,,
